1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
190,178,186,186,167,187,185,168,145,180,182,195,192,186,180,181,191,184,179,186,180,153,156,183,158,186,191,165,158,177,182,168,195,200,179,177,183,184,177,185,157,168,193,178,182
